sample_name	anonymized_name	cage_food_consumption_g	cage_location	cage_notes	cage_number	collection_timestamp	description	diet	dna_extracted	dob	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experiment_duration	exposure_start	exposure_type	general_notes	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	longitude	metabolomics_sample_id	mouse_notes	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_name_orit	sample_type	scientific_name	sex	taxon_id	timepoint	title	treatment	diet_short	diet_exp
11548.A22.116.8	A22.116.8	38.7	on shelf		A22	10/20/17 10:45	Mouse 116 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 116	10090	29.5	g	32.842	-117.258	A22_116_08		116	UCSDMI	TRUE	11548	a22.116.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A22.116.8.b	A22.116.8	38.7	on shelf		A22	10/20/17 10:45	Mouse 116 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 116	10090	29.5	g	32.842	-117.258	A22_116_08		116	UCSDMI	TRUE	11548	a22.116.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A22.116.9	A22.116.9	48.5	on shelf		A22	10/24/17 10:45	Mouse 116 stool collection 9 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	14	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 116	10090	29.9	g	32.842	-117.258	A22_116_09		116	UCSDMI	TRUE	11548	A22.116.9	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A22.116.PA	A22.116.PA	not provided	on shelf		A22	12/7/17 13:00	Mouse 116 PA collection at terminal point	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	10 weeks	9/26/17	AIR	one tube for microbiome and metabolome	ApoE KO	USA:CA:San Diego	20	weeks	uberon:cardiovascular system	uberon:artery wall		adult	Mus musculus	Mouse 116	10090	not provided	g	32.842	-117.258	A22_116_PA		116	UCSDMI	TRUE	11548	a22.116.pa	pulmonary artery	mouse metagenome	male	1441287		10 week IHC		HFD	HFD_AIR
11548.A22.116.aorta	A22.116.aorta	not provided	on shelf		A22	12/7/17 13:00	Mouse 116 aorta collection at terminal point	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	10 weeks	9/26/17	AIR	one tube for microbiome and metabolome	ApoE KO	USA:CA:San Diego	20	weeks	uberon:cardiovascular system	uberon:aorta wall	uberon:aorta	adult	Mus musculus	Mouse 116	10090	not provided	g	32.842	-117.258	A22_116_AORTA		116	UCSDMI	TRUE	11548	a22.116.aorta	aorta	mouse metagenome	male	1441287	not provided	10 week IHC	not applicable	HFD	HFD_AIR
11548.A22.116.plasma	A22.116.plasma	not provided	on shelf		A22	12/7/17 13:00	Portal vein blood/plasma collection for mouse 116	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal secretion	urban biome	animal-associated habitat	blood	host-associated	10 weeks	9/26/17	AIR	for metabolome only	ApoE KO	USA:CA:San Diego	20	weeks	uberon:blood	uberon:blood	uberon:blood	adult	Mus musculus	Mouse 116	10090	not provided	g	32.842	-117.258	A22_116_PLASMA		116	UCSDMI	TRUE	11548	a22.116.plasma	blood	blood metagenome	male	1676987	not provided	10 week IHC	not applicable	HFD	HFD_AIR
11548.A22.116.teeth	A22.116.teeth	not provided	on shelf		A22	12/7/17 13:00	Mouse 116 tooth collection at terminal point	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	10 weeks	9/26/17	AIR	one tube for microbiome and metabolome	ApoE KO	USA:CA:San Diego	20	weeks	uberon:oral cavity	uberon:tooth	uberon:mouth	adult	Mus musculus	Mouse 116	10090	not provided	g	32.842	-117.258	A22_116_TEETH		116	UCSDMI	TRUE	11548	a22.116.teeth	tooth	oral metagenome	male	1227552	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A22.11614.b	A22.116.14	42.8	on shelf	new bag of food	A22	11/10/17 10:45	Mouse 116 stool collection 14 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	16.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 116	10090	33.3	g	32.842	-117.258	A22_116_14		116	UCSDMI	TRUE	11548	a22.116.14	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.1	A23.117.1	not applicable	on shelf	fighting cage	A23	9/26/17 10:45	Mouse 117 baseline stool collection 1 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	27.2	g	32.842	-117.258	A23_117_01		117	UCSDMI	TRUE	11548	a23.117.1	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.10	A23.117.10	43.4	on shelf	Started changing air cages 4x/wk 10/26/2017	A23	10/24/17 10:45	Mouse 117 stool collection 10 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	14.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	33.3	g	32.842	-117.258	A23_117_10		117	UCSDMI	TRUE	11548	A23.117.10	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.11	A23.117.11	52.4	on shelf		A23	10/31/17 10:45	Mouse 117 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.1	g	32.842	-117.258	A23_117_11		117	UCSDMI	TRUE	11548	a23.117.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.11.b	A23.117.11	52.4	on shelf		A23	10/31/17 10:45	Mouse 117 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.1	g	32.842	-117.258	A23_117_11		117	UCSDMI	TRUE	11548	a23.117.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.12	A23.117.12	41.5	on shelf	new lot of food	A23	11/3/17 10:45	Mouse 117 stool collection 12 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.7	g	32.842	-117.258	A23_117_12		117	UCSDMI	TRUE	11548	a23.117.12	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.12.b	A23.117.12	41.5	on shelf	new lot of food	A23	11/3/17 10:45	Mouse 117 stool collection 12 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.7	g	32.842	-117.258	A23_117_12		117	UCSDMI	TRUE	11548	a23.117.12	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.13	A23.117.13	49.2	on shelf	New bag of food	A23	11/7/17 10:45	Mouse 117 stool collection 13 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	16	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.3	g	32.842	-117.258	A23_117_13		117	UCSDMI	TRUE	11548	A23.117.13	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.14	A23.117.14	37.6	on shelf	new bag of food	A23	11/10/17 10:45	Mouse 117 stool collection 14 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	16.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.8	g	32.842	-117.258	A23_117_14		117	UCSDMI	TRUE	11548	a23.117.14	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.15	A23.117.15	47.6	on shelf		A23	11/14/17 10:45	Mouse 117 stool collection 15 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.9	g	32.842	-117.258	A23_117_15		117	UCSDMI	TRUE	11548	A23.117.15	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.16	A23.117.16	36.5	on shelf		A23	11/17/17 10:45	Mouse 117 stool collection 16 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	17.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	35.1	g	32.842	-117.258	A23_117_16		117	UCSDMI	TRUE	11548	A23.117.16	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.17	A23.117.17	45.3	on shelf	new bag of food	A23	11/21/17 10:45	Mouse 117 stool collection 17 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.1	g	32.842	-117.258	A23_117_17		117	UCSDMI	TRUE	11548	a23.117.17	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.17.b	A23.117.17	45.3	on shelf	new bag of food	A23	11/21/17 10:45	Mouse 117 stool collection 17 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.1	g	32.842	-117.258	A23_117_17		117	UCSDMI	TRUE	11548	a23.117.17	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.18	A23.117.18	38.8	on shelf		A23	11/24/17 10:45	Mouse 117 stool collection 18 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	18.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	35.3	g	32.842	-117.258	A23_117_18		117	UCSDMI	TRUE	11548	a23.117.18	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.18.b	A23.117.18	38.8	on shelf		A23	11/24/17 10:45	Mouse 117 stool collection 18 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	18.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	35.3	g	32.842	-117.258	A23_117_18		117	UCSDMI	TRUE	11548	a23.117.18	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.19	A23.117.19	51.2	on shelf	New bag of food	A23	11/28/17 10:45	Mouse 117 stool collection 19 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	19	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	35.7	g	32.842	-117.258	A23_117_19		117	UCSDMI	TRUE	11548	A23.117.19	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.2	A23.117.2	46.6	on shelf	New bag of food	A23	9/29/17 10:45	Mouse 117 stool collection 2 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	10.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	28.4	g	32.842	-117.258	A23_117_02		117	UCSDMI	TRUE	11548	A23.117.2	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.20	A23.117.20	36.9	on shelf		A23	12/1/17 10:00	Mouse 117 stool collection 20 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	19.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	36.1	g	32.842	-117.258	A23_117_20		117	UCSDMI	TRUE	11548	A23.117.20	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.3	A23.117.3	50	on shelf	put nyla bones in cage	A23	10/3/17 10:45	Mouse 117 stool collection 3 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	29.1	g	32.842	-117.258	A23_117_03		117	UCSDMI	TRUE	11548	a23.117.3	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.3.b	A23.117.3	50	on shelf	put nyla bones in cage	A23	10/3/17 10:45	Mouse 117 stool collection 3 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	29.1	g	32.842	-117.258	A23_117_03		117	UCSDMI	TRUE	11548	a23.117.3	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.4	A23.117.4	38.1	on shelf		A23	10/6/17 10:45	Mouse 117 stool collection 4 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	11.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	29.3	g	32.842	-117.258	A23_117_04		117	UCSDMI	TRUE	11548	a23.117.4	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.4.b	A23.117.4	38.1	on shelf		A23	10/6/17 10:45	Mouse 117 stool collection 4 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	11.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	29.3	g	32.842	-117.258	A23_117_04		117	UCSDMI	TRUE	11548	a23.117.4	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.5	A23.117.5	51	on shelf		A23	10/10/17 10:45	Mouse 117 stool collection 5 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	30.3	g	32.842	-117.258	A23_117_05		117	UCSDMI	TRUE	11548	A23.117.5	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.6	A23.117.6	36.4	on shelf	New bag of food	A23	10/13/17 10:45	Mouse 117 stool collection 6 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	12.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	31	g	32.842	-117.258	A23_117_06		117	UCSDMI	TRUE	11548	A23.117.6	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.7	A23.117.7	52	on shelf		A23	10/17/17 10:45	Mouse 117 stool collection 7 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR	orit only for sample collection	ApoE KO	USA:CA:San Diego	13	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	31.2	g	32.842	-117.258	A23_117_07		117	UCSDMI	TRUE	11548	a23.117.7	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.7.b	A23.117.7	52	on shelf		A23	10/17/17 10:45	Mouse 117 stool collection 7 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR	orit only for sample collection	ApoE KO	USA:CA:San Diego	13	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	31.2	g	32.842	-117.258	A23_117_07		117	UCSDMI	TRUE	11548	a23.117.7	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.8	A23.117.8	38.7	on shelf		A23	10/20/17 10:45	Mouse 117 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	31.7	g	32.842	-117.258	A23_117_08		117	UCSDMI	TRUE	11548	a23.117.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.8.b	A23.117.8	38.7	on shelf		A23	10/20/17 10:45	Mouse 117 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	31.7	g	32.842	-117.258	A23_117_08		117	UCSDMI	TRUE	11548	a23.117.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.117.9	A23.117.9	48.3	on shelf		A23	10/24/17 10:45	Mouse 117 stool collection 9 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	14	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	31.9	g	32.842	-117.258	A23_117_09		117	UCSDMI	TRUE	11548	A23.117.9	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.117.plasma	A23.117.plasma	not provided	on shelf		A23	12/5/17 11:30	Portal vein blood/plasma collection for mouse 117	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal secretion	urban biome	animal-associated habitat	blood	host-associated	10 weeks	9/26/17	AIR	for metabolome only	ApoE KO	USA:CA:San Diego	20	weeks	uberon:blood	uberon:blood	uberon:blood	adult	Mus musculus	Mouse 117	10090	not provided	g	32.842	-117.258	A23_117_PLASMA		117	UCSDMI	TRUE	11548	a23.117.plasma	blood	blood metagenome	male	1676987	not provided	10 week IHC	not applicable	HFD	HFD_AIR
11548.A23.117.teeth	A23.117.teeth	not provided	on shelf		A23	12/5/17 11:30	Mouse 117 tooth collection at terminal point	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	10 weeks	9/26/17	AIR	one tube for microbiome and metabolome	ApoE KO	USA:CA:San Diego	20	weeks	uberon:oral cavity	uberon:tooth	uberon:mouth	adult	Mus musculus	Mouse 117	10090	not provided	g	32.842	-117.258	A23_117_TEETH		117	UCSDMI	TRUE	11548	a23.117.teeth	tooth	oral metagenome	male	1227552	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.11714.b	A23.117.14	37.6	on shelf	new bag of food	A23	11/10/17 10:45	Mouse 117 stool collection 14 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	16.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 117	10090	34.8	g	32.842	-117.258	A23_117_14		117	UCSDMI	TRUE	11548	a23.117.14	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.118.1	A23.118.1	not applicable	on shelf	fighting cage	A23	9/26/17 10:45	Mouse 118 baseline stool collection 1 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 118	10090	26.3	g	32.842	-117.258	A23_118_01		118	UCSDMI	TRUE	11548	a23.118.1	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.118.10	A23.118.10	43.4	on shelf	Started changing air cages 4x/wk 10/26/2017	A23	10/24/17 10:45	Mouse 118 stool collection 10 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	14.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 118	10090	30.8	g	32.842	-117.258	A23_118_10		118	UCSDMI	TRUE	11548	A23.118.10	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_AIR
11548.A23.118.11	A23.118.11	52.4	on shelf		A23	10/31/17 10:45	Mouse 118 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 118	10090	31.9	g	32.842	-117.258	A23_118_11		118	UCSDMI	TRUE	11548	a23.118.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.118.11.b	A23.118.11	52.4	on shelf		A23	10/31/17 10:45	Mouse 118 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 118	10090	31.9	g	32.842	-117.258	A23_118_11		118	UCSDMI	TRUE	11548	a23.118.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.118.12	A23.118.12	41.5	on shelf	new lot of food	A23	11/3/17 10:45	Mouse 118 stool collection 12 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 118	10090	32.1	g	32.842	-117.258	A23_118_12		118	UCSDMI	TRUE	11548	a23.118.12	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
11548.A23.118.12.b	A23.118.12	41.5	on shelf	new lot of food	A23	11/3/17 10:45	Mouse 118 stool collection 12 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	AIR		ApoE KO	USA:CA:San Diego	15.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 118	10090	32.1	g	32.842	-117.258	A23_118_12		118	UCSDMI	TRUE	11548	a23.118.12	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_AIR
