Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
33701,1.692,IHC,432.3600,5.814,212,NA,NA,NA,NA
19980,1.692,AIR,349.2013,3.029,NA,NA,NA,NA,NA
25657,1.691,AIR,295.2271,4.278,211,NA,NA,NA,NA
32134,1.690,IHC,412.2886,5.591,NA,NA,NA,NA,NA
3552,1.690,AIR,274.1765,0.579,332,NA,NA,NA,NA
34135,1.690,IHC,568.4276,5.937,400,CCMSLIB00010221849,"""Candidate Dihydroxylated bile acid (delta mass 175.1277; sirius atomic difference: 3C, 13H, 9N; buddy atomic difference: 14C, 13H, 3N, -3O)""",M+H,NA
33190,1.689,IHC,365.2884,5.710,189,NA,NA,NA,NA
26376,1.683,AIR,345.2177,4.368,NA,NA,NA,NA,NA
6315,1.682,IHC,305.0224,1.056,NA,NA,NA,NA,NA
3065,1.681,AIR,193.1325,0.499,NA,NA,NA,NA,NA
30439,1.681,AIR,474.2652,5.288,NA,NA,NA,NA,NA
21977,1.680,AIR,223.1696,3.381,NA,NA,NA,NA,NA
24726,1.679,AIR,479.2739,4.002,NA,NA,NA,NA,NA
22041,1.678,IHC,572.3254,3.410,NA,CCMSLIB00010221795,"""Candidate Trihydroxylated bile acid (delta mass 163.0283; sirius atomic difference: 1C, 9H, 1N, 8O; buddy atomic difference: 9C, 1H, 5N, -1O)""",M+H,NA
3613,1.675,AIR,220.1183,0.569,NA,CCMSLIB00000578020,D-PANTOTHENIC ACID,M+H,NA
26997,1.675,IHC,392.2881,4.655,132,CCMSLIB00010238953,"""Candidate Trihydroxylated bile acid (delta mass -17.0069; sirius atomic difference: -7C, -3H, 5N; buddy atomic difference: -2C, -3H, 3N, -2O)""",M+H,NA
1061,1.674,AIR,81.5208,0.289,NA,NA,NA,NA,NA
24545,1.674,IHC,830.5791,4.004,334,CCMSLIB00010218206,"""Candidate Tetrahydroxylated bile acid (delta mass 405.2876; sirius atomic difference: 20C, 35H, 7N, 2O; buddy atomic difference: 24C, 39H, 1N, 4O)""",M+H,Tetrahydroxylated bile acid_3-oxocholic acid [M+NH4]+
23814,1.673,AIR,373.2741,3.829,224,CCMSLIB00010245272,"""Candidate Trihydroxylated bile acid (delta mass -36.0213; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005435542, hyocholic acid)""",M+H,NA
9633,1.672,IHC,350.2060,1.646,NA,NA,NA,NA,NA
24451,1.672,IHC,623.3060,3.881,NA,NA,NA,NA,NA
28011,1.672,IHC,411.2508,4.773,18,NA,NA,NA,NA
17443,1.672,AIR,331.1909,2.735,47,CCMSLIB00010261059,"""Candidate Pentahydroxylated bile acid (delta mass -110.0941; sirius atomic difference: -4C, -14H, -3O; buddy atomic difference: -4C, -14H, -3O)""",M+H,NA
20979,1.670,AIR,299.2007,3.235,NA,NA,NA,NA,NA
34627,1.669,AIR,554.5137,6.083,NA,NA,NA,NA,NA
31962,1.668,IHC,342.3007,5.551,NA,CCMSLIB00012717433,Candidate Leucine-C14:0 (delta mass:210.1984),M+H,NA
27697,1.667,IHC,337.2534,4.694,132,CCMSLIB00010255575,"""Candidate Trihydroxylated bile acid (delta mass -72.0421; sirius atomic difference: -8H, -4O; buddy atomic difference: -8H, -4O)""",M+H,NA
22998,1.667,AIR,333.2064,3.653,NA,NA,NA,NA,NA
20937,1.666,AIR,267.1744,3.349,260,NA,NA,NA,NA
20626,1.666,AIR,369.2267,3.062,NA,NA,NA,NA,NA
20329,1.664,AIR,368.2798,3.033,NA,NA,NA,NA,NA
21797,1.662,IHC,470.2289,3.369,NA,NA,NA,NA,NA
12015,1.662,IHC,285.1223,1.853,379,NA,NA,NA,NA
10594,1.662,AIR,225.0739,1.672,90,NA,NA,NA,NA
13043,1.662,IHC,342.2395,1.996,390,NA,NA,NA,NA
26709,1.659,AIR,407.2797,4.324,NA,CCMSLIB00010237462,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0105; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005464677, """"(4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
17076,1.659,AIR,202.1229,2.488,NA,NA,NA,NA,NA
22764,1.659,AIR,424.3060,3.551,NA,CCMSLIB00010234095,"""Candidate Tetrahydroxylated bile acid (delta mass -0.9835; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
23764,1.658,IHC,501.3205,3.752,NA,NA,NA,NA,NA
6204,1.658,AIR,331.0456,1.044,NA,NA,NA,NA,NA
2178,1.656,IHC,152.0570,0.349,NA,NA,NA,NA,NA
22176,1.656,IHC,480.2775,3.345,NA,CCMSLIB00010225911,"""Candidate Trihydroxylated bile acid (delta mass 70.9833; buddy atomic difference: 2C, 1H, 1N, 1S; spectral library match to CCMSLIB00005465497, """"2-((4R)-4-((3R,5R,6S,7S,9S,10R,13R,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")""",M+H,Trihydroxylated bile acid_taurine [M-2H2O+H]+
1178,1.655,IHC,365.1059,0.255,NA,NA,NA,NA,NA
23875,1.654,AIR,450.3226,3.829,224,CCMSLIB00010230134,"""Candidate Trihydroxylated bile acid (delta mass 41.027; sirius atomic difference: 2C, 3H, 1N; buddy atomic difference: 2C, 3H, 1N)""",M+H,NA
12401,1.654,AIR,501.2457,1.789,NA,NA,NA,NA,NA
22395,1.654,AIR,413.3047,3.473,NA,CCMSLIB00010235260,"""Candidate Pentahydroxylated bile acid (delta mass -27.9786; sirius atomic difference: 3C, -4O; buddy atomic difference: 3C, -4O)""",M+H,NA
21127,1.652,AIR,618.2384,3.123,NA,CCMSLIB00010220616,"""Candidate Trihydroxylated bile acid (delta mass 208.9378; sirius atomic difference: -1H, 7N, 3O, 2S)""",M+H,NA
30370,1.651,AIR,450.3581,5.283,394,NA,NA,NA,NA
936,1.651,IHC,296.0663,0.237,NA,NA,NA,NA,NA
20040,1.650,AIR,255.1593,3.044,NA,NA,NA,NA,NA
37167,1.650,IHC,544.5113,6.950,NA,NA,NA,NA,NA
32212,1.649,AIR,746.5661,5.548,250,CCMSLIB00003137838,Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,M+H,NA
21514,1.649,IHC,468.2497,3.270,NA,NA,NA,NA,NA
18314,1.648,IHC,493.2186,2.745,NA,NA,NA,NA,NA
32504,1.646,AIR,413.3779,5.622,NA,NA,NA,NA,NA
18949,1.645,AIR,274.2016,2.673,NA,NA,NA,NA,NA
15042,1.645,AIR,245.1389,2.303,136,NA,NA,NA,NA
9453,1.645,AIR,187.0972,1.542,NA,CCMSLIB00005732360,Massbank:EQ331203 Gabapentin Related Compound E|1-(carboxymethyl)cyclohexanecarboxylic acid|1-(carboxymethyl)cyclohexane-1-carboxylic acid,M+H,NA
25867,1.645,AIR,546.3118,4.233,NA,NA,NA,NA,NA
15974,1.644,AIR,677.3633,2.388,NA,NA,NA,NA,NA
29302,1.644,IHC,417.2967,5.047,460,NA,NA,NA,NA
13491,1.642,IHC,146.0606,2.035,34,NA,NA,NA,NA
1950,1.642,AIR,160.1335,0.291,NA,NA,NA,NA,NA
1290,1.642,AIR,434.1898,0.406,NA,NA,NA,NA,NA
27661,1.642,IHC,394.2946,4.721,NA,NA,NA,NA,NA
32929,1.638,IHC,425.3779,5.662,371,NA,NA,NA,NA
21788,1.638,AIR,719.3773,3.362,260,NA,NA,NA,NA
33166,1.635,IHC,364.2851,5.710,189,NA,NA,NA,NA
21068,1.635,AIR,354.2029,3.215,NA,NA,NA,NA,NA
17736,1.634,AIR,190.0506,2.655,NA,NA,NA,NA,NA
34709,1.634,AIR,424.3335,6.101,NA,NA,NA,NA,NA
27820,1.633,IHC,338.2389,4.663,59,NA,NA,NA,NA
30254,1.633,AIR,423.3292,5.225,526,NA,NA,NA,NA
25800,1.632,IHC,431.2769,4.218,NA,CCMSLIB00010232113,"""Candidate Tetrahydroxylated bile acid (delta mass 5.9864; sirius atomic difference: 2C, -2H, -1O; buddy atomic difference: -2C, -6H, 6N, -3O)""",M+H,NA
19949,1.631,IHC,834.4575,3.003,NA,NA,NA,NA,NA
24494,1.631,IHC,835.5363,4.029,NA,CCMSLIB00005465140,"""(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,NA
15767,1.630,AIR,383.2240,2.347,NA,NA,NA,NA,NA
18173,1.629,AIR,313.1801,2.734,47,NA,NA,NA,NA
29198,1.628,AIR,317.2116,5.039,230,NA,NA,NA,NA
36058,1.628,IHC,560.5045,6.570,814,NA,NA,NA,NA
9545,1.626,IHC,378.2032,1.592,NA,NA,NA,NA,NA
28211,1.626,AIR,291.1972,4.821,NA,NA,NA,NA,NA
29556,1.625,IHC,273.2428,5.114,NA,CCMSLIB00010122750,16-Hydroxyhexadecanoic acid CollisionEnergy:205060,M+H,NA
20353,1.624,IHC,561.3561,3.102,NA,NA,NA,NA,NA
21475,1.624,IHC,463.2077,3.298,NA,CCMSLIB00010228861,"""Candidate Trihydroxylated bile acid (delta mass 53.9134; sirius atomic difference: 4C, -10H, 1O)""",M+H,NA
24748,1.623,AIR,421.2587,4.009,NA,NA,NA,NA,NA
31823,1.623,IHC,293.2114,5.478,NA,NA,NA,NA,NA
26511,1.622,IHC,482.2943,4.396,NA,CCMSLIB00010225319,"""Candidate Dihydroxylated bile acid (delta mass 88.9932; buddy atomic difference: 6C, -5H, 5N, -3O; spectral library match to CCMSLIB00005435582, taurohyodeoxycholic acid)""",M+H,Dihydroxylated bile acid_4-methyl-5-thiazoleethanol [M-2H2O+H]+
31556,1.622,IHC,560.3701,5.498,NA,NA,NA,NA,NA
26211,1.622,AIR,415.3212,4.323,NA,CCMSLIB00010234736,"""Candidate Dihydroxylated bile acid (delta mass 22.0208; sirius atomic difference: 3C, 2H, -1O; buddy atomic difference: 3C, 2H, -1O)""",M+H,NA
30661,1.622,AIR,477.3575,5.360,NA,NA,NA,NA,NA
30862,1.621,AIR,429.3721,5.365,589,NA,NA,NA,NA
18485,1.621,IHC,374.1974,2.796,NA,NA,NA,NA,NA
29648,1.620,AIR,311.2221,5.077,NA,NA,NA,NA,NA
10549,1.619,AIR,442.2667,1.666,NA,NA,NA,NA,NA
15379,1.619,IHC,555.2627,2.294,NA,NA,NA,NA,NA
572,1.619,AIR,79.0181,0.288,NA,NA,NA,NA,NA
35897,1.617,AIR,627.4949,6.431,NA,NA,NA,NA,NA
21995,1.616,AIR,405.2644,3.418,NA,NA,NA,NA,NA
26609,1.615,AIR,397.3103,4.410,NA,CCMSLIB00010238828,"""Candidate Dihydroxylated bile acid (delta mass 4.0106; sirius atomic difference: 3C, -2O; buddy atomic difference: 3C, -2O)""",M+H,NA
29481,1.614,IHC,288.1606,5.086,NA,NA,NA,NA,NA
25778,1.614,IHC,817.5836,4.210,15,CCMSLIB00010218343,"""Candidate Trihydroxylated bile acid (delta mass 408.2867; sirius atomic difference: 24C, 40H, 5O; buddy atomic difference: 24C, 40H, 5O; spectral library match to CCMSLIB00006118712, cholic acid - 40.0 eV)""",M+H,NA
27672,1.612,IHC,409.3147,4.689,132,CCMSLIB00010235825,"""Candidate Trihydroxylated bile acid (delta mass 0.0187; sirius atomic difference: 4C, -3O; buddy atomic difference: 4C, -3O)""",M+H,NA
21603,1.612,AIR,389.2698,3.345,119,CCMSLIB00010242184,"""Candidate Tetrahydroxylated bile acid (delta mass -36.0215; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005465059, """"(4R)-4-((3R,5R,6R,7S,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
35099,1.611,AIR,560.5043,6.218,NA,NA,NA,NA,NA
9829,1.611,AIR,614.3885,1.598,588,NA,NA,NA,NA
34447,1.611,IHC,301.1548,6.015,108,NA,NA,NA,NA
22946,1.609,AIR,480.3327,3.572,NA,NA,NA,NA,NA
26001,1.609,AIR,431.3173,4.258,NA,CCMSLIB00010232093,"""Candidate Dihydroxylated bile acid (delta mass 38.0158; sirius atomic difference: 3C, 2H; buddy atomic difference: 3C, 2H)""",M+H,Dihydroxylated bile acid_propionic acid [M-H2O+H]+
35795,1.608,IHC,381.3156,6.469,NA,NA,NA,NA,NA
22120,1.608,AIR,373.2751,3.440,125,CCMSLIB00010245650,"""Candidate Trihydroxylated bile acid (delta mass -36.0215; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00003136574, Spectral Match to Cholic acid from NIST14)""",M+H,NA
28362,1.607,IHC,455.3523,4.855,449,CCMSLIB00005724696,"(2Z,6S)-6-[(1S,3aS,9aR,11aS)-3a,6,6,9a,11a-pentamethyl-7-oxo-1H,2H,3H,3aH,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl]-2-methylhept-2-enoic acid",M+H,NA
1264,1.607,IHC,305.0847,0.261,NA,NA,NA,NA,NA
30629,1.607,AIR,298.2742,5.319,NA,NA,NA,NA,NA
3626,1.601,IHC,376.1716,0.480,NA,NA,NA,NA,NA
32094,1.600,IHC,813.6864,5.565,43,CCMSLIB00003135664,Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14,M+H,NA
29583,1.599,IHC,771.4676,5.115,NA,NA,NA,NA,NA
11431,1.599,AIR,307.6986,1.677,NA,NA,NA,NA,NA
29066,1.599,IHC,385.2360,4.992,NA,NA,NA,NA,NA
36736,1.598,IHC,542.5165,6.783,NA,NA,NA,NA,NA
34292,1.598,IHC,587.2843,5.970,NA,NA,NA,NA,NA
20942,1.597,AIR,366.2278,3.252,260,NA,NA,NA,NA
24013,1.597,IHC,815.5681,3.951,NA,CCMSLIB00010218411,"""Candidate Trihydroxylated bile acid (delta mass 406.2707; sirius atomic difference: 24C, 38H, 5O; buddy atomic difference: 24C, 38H, 5O)""",M+H,"Trihydroxylated bile acid_3alpha,6alpha,7beta,12alpha-tetrahydroxy-5alpha-cholan-24-oic acid [M+H]+"
26364,1.597,AIR,319.2272,4.365,848,NA,NA,NA,NA
8147,1.596,AIR,338.2058,1.465,NA,NA,NA,NA,NA
20721,1.596,AIR,367.2112,3.060,NA,NA,NA,NA,NA
26079,1.596,AIR,475.3415,4.291,351,NA,NA,NA,NA
13967,1.595,AIR,94.0452,2.117,38,NA,NA,NA,NA
10659,1.595,AIR,389.7091,1.663,NA,NA,NA,NA,NA
24392,1.593,AIR,489.3210,3.913,NA,NA,NA,NA,NA
21234,1.592,IHC,529.2963,3.279,375,NA,NA,NA,NA
33572,1.592,IHC,459.3476,5.690,65,NA,NA,NA,NA
9468,1.591,AIR,205.1075,1.546,NA,NA,NA,NA,NA
16655,1.591,AIR,314.1063,2.493,NA,NA,NA,NA,NA
27163,1.591,AIR,413.3058,4.639,53,NA,NA,NA,NA
27741,1.591,IHC,264.1322,4.695,132,NA,NA,NA,NA
28256,1.590,IHC,644.3863,4.823,NA,NA,NA,NA,NA
15208,1.590,AIR,402.2496,2.310,NA,NA,NA,NA,NA
18854,1.590,AIR,384.2385,2.894,NA,NA,NA,NA,NA
15002,1.588,AIR,230.1388,2.249,780,NA,NA,NA,NA
20749,1.588,IHC,503.2576,3.134,NA,NA,NA,NA,NA
19867,1.588,AIR,630.8112,3.034,335,CCMSLIB00010220375,Candidate Trihydroxylated bile acid (delta mass 221.5158),M+H,NA
25600,1.585,AIR,300.2001,4.214,NA,NA,NA,NA,NA
31722,1.585,AIR,335.2585,5.524,593,NA,NA,NA,NA
9954,1.584,AIR,307.6985,1.604,588,NA,NA,NA,NA
21979,1.584,AIR,325.2010,3.400,NA,NA,NA,NA,NA
27139,1.583,IHC,284.6454,4.647,NA,NA,NA,NA,NA
25940,1.583,IHC,356.2668,4.218,15,CCMSLIB00010248552,"""Candidate Trihydroxylated bile acid (delta mass -53.0284; buddy atomic difference: -7C, -7H, 5N, -2O)""",M+H,NA
27877,1.582,IHC,328.2486,4.708,NA,NA,NA,NA,NA
26122,1.581,AIR,548.3276,4.304,428,NA,NA,NA,NA
14530,1.580,IHC,154.0866,2.165,NA,NA,NA,NA,NA
29576,1.577,AIR,371.2973,5.088,24,CCMSLIB00010246420,"""Candidate Dihydroxylated bile acid (delta mass -22.0052; sirius atomic difference: 1C, -2H, -2O; buddy atomic difference: 1C, -2H, -2O)""",M+H,NA
20969,1.577,AIR,347.2226,3.200,NA,NA,NA,NA,NA
20779,1.576,AIR,384.2753,3.161,NA,NA,NA,NA,NA
29275,1.576,AIR,454.3896,5.041,NA,NA,NA,NA,NA
10617,1.576,AIR,139.0760,1.675,90,NA,NA,NA,NA
20372,1.576,IHC,269.2115,3.090,NA,NA,NA,NA,NA
23526,1.575,AIR,251.2006,3.711,NA,NA,NA,NA,NA
1354,1.575,IHC,156.0770,0.266,NA,NA,NA,NA,NA
22067,1.575,AIR,538.3403,3.407,NA,CCMSLIB00006583673,Glu-bMCA,M+H,NA
19765,1.573,AIR,927.9339,3.014,NA,CCMSLIB00010217699,"""Candidate Trihydroxylated bile acid (delta mass 518.6394; sirius atomic difference: 36C, 78H, 4N, -3O)""",M+H,NA
29178,1.573,AIR,283.2828,4.997,164,NA,NA,NA,NA
2599,1.572,AIR,220.1006,0.398,NA,NA,NA,NA,NA
29604,1.571,AIR,504.3442,5.135,NA,NA,NA,NA,NA
9816,1.570,AIR,487.2889,1.604,NA,NA,NA,NA,NA
32836,1.569,IHC,461.3630,5.649,67,NA,NA,NA,NA
18251,1.568,AIR,334.1656,2.728,567,NA,NA,NA,NA
26555,1.568,IHC,309.2428,4.414,54,NA,NA,NA,NA
9368,1.567,AIR,251.6655,1.542,NA,NA,NA,NA,NA
1228,1.564,IHC,162.0504,0.256,NA,NA,NA,NA,NA
23511,1.564,AIR,489.3210,3.780,NA,NA,NA,NA,NA
5657,1.563,AIR,294.6719,0.948,NA,NA,NA,NA,NA
26908,1.563,AIR,335.2209,4.545,771,CCMSLIB00010260717,"""Candidate Trihydroxylated bile acid (delta mass -74.0742; sirius atomic difference: -4C, -10H, -1O; buddy atomic difference: -4C, -10H, -1O)""",M+H,NA
10564,1.562,AIR,167.0706,1.672,90,NA,NA,NA,NA
20706,1.562,AIR,445.2450,3.137,NA,NA,NA,NA,NA
9812,1.561,AIR,386.2287,1.590,828,NA,NA,NA,NA
24535,1.561,IHC,422.2905,3.998,NA,CCMSLIB00010234474,"""Candidate Tetrahydroxylated bile acid (delta mass -2.9991; sirius atomic difference: -4H, -1O; buddy atomic difference: -1H, 1N, -1O)""",M+H,NA
12857,1.561,AIR,317.1769,1.950,597,NA,NA,NA,NA
26614,1.561,AIR,348.3265,4.418,NA,NA,NA,NA,NA
30666,1.560,AIR,358.2594,5.337,816,CCMSLIB00010248201,"""Candidate Monohydroxylated bile acid (delta mass -19.046; sirius atomic difference: -5C, -5H, 1N, 2O; buddy atomic difference: -5C, -5H, 1N, 2O)""",M+H,NA
25519,1.560,AIR,522.3815,4.155,NA,CCMSLIB00006583680,Ile/Leu-bMCA,M+H,NA
9098,1.559,AIR,416.7439,1.508,NA,NA,NA,NA,NA
21807,1.558,AIR,335.2221,3.350,NA,CCMSLIB00010260547,"""Candidate Trihydroxylated bile acid (delta mass -74.073; sirius atomic difference: -4C, -10H, -1O; buddy atomic difference: -4C, -10H, -1O)""",M+H,NA
14593,1.557,AIR,534.2952,2.192,NA,NA,NA,NA,NA
22797,1.557,IHC,609.3289,3.557,NA,NA,NA,NA,NA
31157,1.556,IHC,518.3229,5.327,NA,CCMSLIB00003139839,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
32843,1.556,IHC,469.3427,5.650,67,CCMSLIB00012718368,Candidate Tryptophan-C18:1 (delta mass:264.2444),M+H,NA
28721,1.556,IHC,462.2595,4.923,NA,CCMSLIB00010229761,"""Candidate Trihydroxylated bile acid (delta mass 52.9672; sirius atomic difference: -4C, 2H, 1N, 2O, 1P; buddy atomic difference: 5C, -5H, 1N, -1O)""",M+H,Trihydroxylated bile acid_taurine [M-3H2O+H]+
20981,1.556,AIR,352.2486,3.230,57,NA,NA,NA,NA
29384,1.555,IHC,369.2632,5.037,NA,NA,NA,NA,NA
9975,1.553,AIR,391.1621,1.592,NA,NA,NA,NA,NA
30836,1.553,AIR,604.4053,5.356,859,NA,NA,NA,NA
28926,1.553,IHC,896.5995,4.969,278,NA,NA,NA,NA
1597,1.552,AIR,161.0923,0.290,NA,NA,NA,NA,NA
12228,1.552,AIR,291.1739,1.864,670,NA,NA,NA,NA
18034,1.551,AIR,367.2111,2.811,NA,NA,NA,NA,NA
25847,1.549,IHC,441.2817,4.274,NA,NA,NA,NA,NA
3305,1.549,AIR,341.1210,0.539,685,NA,NA,NA,NA
27740,1.549,IHC,486.2307,4.695,132,NA,NA,NA,NA
17127,1.549,AIR,403.2338,2.495,NA,NA,NA,NA,NA
15844,1.549,AIR,234.1492,2.435,433,NA,NA,NA,NA
30663,1.548,IHC,963.6422,5.330,491,NA,NA,NA,NA
25740,1.548,IHC,424.3061,4.201,NA,CCMSLIB00010234128,"""Candidate Tetrahydroxylated bile acid (delta mass -0.9837; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
18534,1.546,AIR,369.2262,2.817,NA,NA,NA,NA,NA
34575,1.546,IHC,354.3020,6.062,NA,NA,NA,NA,NA
22696,1.545,AIR,349.2375,3.536,249,NA,NA,NA,NA
19655,1.545,IHC,321.1450,2.944,NA,NA,NA,NA,NA
29451,1.545,AIR,315.1957,5.081,NA,CCMSLIB00004699026,"1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",[M+H]+,NA
10746,1.545,IHC,316.1875,1.579,NA,NA,NA,NA,NA
14299,1.545,AIR,219.1231,2.195,775,CCMSLIB00012716344,Candidate Serotonin-C2:0 (delta mass:42.0106),M+H,NA
29308,1.545,IHC,455.3522,5.053,322,NA,NA,NA,NA
23255,1.543,AIR,429.3006,3.654,NA,NA,NA,NA,NA
14573,1.542,AIR,239.0896,2.136,NA,NA,NA,NA,NA
11597,1.542,AIR,324.1905,1.772,NA,NA,NA,NA,NA
22412,1.541,IHC,349.1768,3.487,170,NA,NA,NA,NA
10694,1.541,AIR,588.8104,1.660,NA,NA,NA,NA,NA
30797,1.539,AIR,648.4335,5.345,NA,NA,NA,NA,NA
25675,1.539,AIR,595.3763,4.208,NA,CCMSLIB00006583715,Trp-bMCA,M+H,NA
25546,1.537,AIR,617.2972,4.111,NA,NA,NA,NA,NA
26351,1.537,IHC,440.2541,4.363,NA,NA,NA,NA,NA
9737,1.536,AIR,258.1817,1.531,NA,NA,NA,NA,NA
13531,1.534,AIR,123.0407,2.057,597,NA,NA,NA,NA
32592,1.532,AIR,706.5384,5.591,131,CCMSLIB00003135417,Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
31422,1.531,IHC,510.3930,5.471,NA,CCMSLIB00003136342,Spectral Match to Lyso-PAF C-18 from NIST14,M+H,NA
2006,1.530,AIR,166.1210,0.333,332,NA,NA,NA,NA
13693,1.530,AIR,435.2588,2.062,597,NA,NA,NA,NA
31757,1.530,IHC,303.2322,5.517,NA,CCMSLIB00003139406,"Spectral Match to 20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid from NIST14",M+H-H2O,NA
6971,1.527,AIR,203.1396,1.071,NA,NA,NA,NA,NA
26111,1.527,AIR,450.3582,4.303,428,NA,NA,NA,NA
28406,1.525,AIR,530.3165,4.869,268,NA,NA,NA,NA
32461,1.524,AIR,758.5700,5.596,131,CCMSLIB00003138795,Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
10894,1.524,AIR,266.1587,1.717,597,NA,NA,NA,NA
23679,1.522,IHC,418.2240,3.773,NA,NA,NA,NA,NA
26329,1.522,AIR,481.3892,4.403,NA,CCMSLIB00010225403,"""Candidate Trihydroxylated bile acid (delta mass 72.0939; buddy atomic difference: 5C, 12H)""",M+H,NA
27879,1.521,IHC,471.3470,4.688,NA,NA,NA,NA,NA
22816,1.520,AIR,358.3683,3.561,NA,NA,NA,NA,NA
26103,1.520,AIR,455.3160,4.276,NA,NA,NA,NA,NA
21608,1.518,AIR,180.1024,3.327,659,NA,NA,NA,NA
19986,1.518,AIR,382.2233,3.035,NA,NA,NA,NA,NA
15275,1.517,AIR,297.1818,2.278,803,NA,NA,NA,NA
19794,1.517,AIR,347.1857,2.991,NA,NA,NA,NA,NA
32027,1.516,AIR,682.4534,5.564,242,NA,NA,NA,NA
20235,1.514,AIR,507.2754,3.072,NA,NA,NA,NA,NA
4897,1.513,AIR,310.0961,0.801,NA,NA,NA,NA,NA
982,1.512,AIR,213.0754,0.240,386,NA,NA,NA,NA
16988,1.512,IHC,329.1475,2.535,73,NA,NA,NA,NA
21758,1.512,AIR,313.1802,3.351,260,NA,NA,NA,NA
11092,1.511,AIR,550.2638,1.732,NA,NA,NA,NA,NA
23854,1.511,AIR,245.1174,3.829,NA,NA,NA,NA,NA
28851,1.509,IHC,408.3112,4.948,463,CCMSLIB00010236463,"""Candidate Trihydroxylated bile acid (delta mass -0.9845; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
11194,1.507,IHC,464.7353,1.729,NA,NA,NA,NA,NA
2169,1.506,AIR,238.6396,0.353,NA,NA,NA,NA,NA
21778,1.505,AIR,371.2597,3.368,119,CCMSLIB00010246835,"""Candidate Tetrahydroxylated bile acid (delta mass -54.0314; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
21880,1.504,AIR,595.2734,3.346,NA,CCMSLIB00010221431,"""Candidate Trihydroxylated bile acid (delta mass 185.9787; sirius atomic difference: 5C, 2H, 2N, 4O, 1S; buddy atomic difference: 2C, -2H, 6N, 5O)""",M+H,NA
31349,1.503,IHC,508.3780,5.431,NA,CCMSLIB00003138875,Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14,M+H,NA
26453,1.503,AIR,353.2305,4.361,NA,NA,NA,NA,NA
28224,1.502,AIR,309.2063,4.805,NA,NA,NA,NA,NA
8964,1.502,IHC,267.1589,1.501,NA,NA,NA,NA,NA
32565,1.501,AIR,784.5822,5.615,131,CCMSLIB00003140236,Spectral Match to Arachidonoylthio-PC from NIST14,M+H,NA
8647,1.499,IHC,382.2596,1.545,NA,NA,NA,NA,NA
19315,1.498,AIR,325.2011,2.966,NA,NA,NA,NA,NA
35595,1.498,AIR,570.5089,6.409,NA,NA,NA,NA,NA
20904,1.497,AIR,369.2267,3.122,NA,NA,NA,NA,NA
35942,1.496,IHC,419.3524,6.529,NA,NA,NA,NA,NA
20564,1.496,AIR,336.2100,3.127,NA,CCMSLIB00010259904,"""Candidate Trihydroxylated bile acid (delta mass -73.0846; buddy atomic difference: -6C, -11H, 3N, -4O, 1S)""",M+H,NA
