Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
12570,1.195,Regular chow,478.2684,1.863,622,NA,NA,NA,NA
10897,1.195,Regular chow,361.6718,1.736,590,NA,NA,NA,NA
23078,1.194,Regular chow,321.2426,3.597,NA,NA,NA,NA,NA
2434,1.194,High Fat Diet,314.1715,0.423,NA,NA,NA,NA,NA
30404,1.194,High Fat Diet,436.2699,5.281,542,NA,NA,NA,NA
19007,1.193,High Fat Diet,275.1645,2.870,177,NA,NA,NA,NA
25367,1.193,High Fat Diet,337.0679,4.142,NA,NA,NA,NA,NA
8245,1.193,Regular chow,309.1825,1.423,NA,NA,NA,NA,NA
26005,1.193,High Fat Diet,433.3318,4.387,NA,NA,NA,NA,NA
3212,1.192,High Fat Diet,336.1651,0.492,NA,NA,NA,NA,NA
29716,1.192,High Fat Diet,568.3403,5.017,145,CCMSLIB00006678145,Lyso PC (22:6),M+H,NA
22247,1.192,High Fat Diet,435.3474,3.469,NA,NA,NA,NA,NA
31398,1.192,High Fat Diet,332.3315,5.456,NA,CCMSLIB00003139497,Spectral Match to Benzyltetradecyldimethylammonium from NIST14,Cat,NA
2096,1.192,Regular chow,205.1189,0.342,332,CCMSLIB00003136668,Spectral Match to Ser-Val from NIST14,M+H,NA
12462,1.191,Regular chow,253.4784,1.929,282,NA,NA,NA,NA
6332,1.191,Regular chow,316.6850,1.078,NA,NA,NA,NA,NA
31696,1.191,Regular chow,300.2900,5.508,343,CCMSLIB00003134732,Spectral Match to Palmitoyl ethanolamide from NIST14,M+H,NA
23439,1.191,High Fat Diet,257.1750,3.677,NA,NA,NA,NA,NA
1566,1.190,Regular chow,187.1448,0.424,NA,CCMSLIB00003138711,Spectral Match to Ile-Leu-Lys from NIST14,M+2H],NA
12949,1.190,High Fat Diet,292.6922,1.924,NA,NA,NA,NA,NA
20023,1.189,High Fat Diet,400.2335,3.025,NA,NA,NA,NA,NA
29265,1.189,Regular chow,263.2372,5.125,NA,CCMSLIB00003138143,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",M+H-H2O,NA
18579,1.189,High Fat Diet,314.1602,2.789,NA,NA,NA,NA,NA
20046,1.189,High Fat Diet,651.2301,3.044,NA,NA,NA,NA,NA
13652,1.189,Regular chow,386.1712,2.058,597,NA,NA,NA,NA
31684,1.189,Regular chow,301.2934,5.507,NA,NA,NA,NA,NA
29248,1.188,Regular chow,239.1644,5.034,NA,NA,NA,NA,NA
31838,1.188,Regular chow,611.4889,5.532,33,NA,NA,NA,NA
33172,1.188,Regular chow,372.3115,5.740,NA,NA,NA,NA,NA
6779,1.187,Regular chow,280.1293,1.105,NA,NA,NA,NA,NA
22357,1.187,Regular chow,411.2369,3.410,NA,NA,NA,NA,NA
1036,1.187,High Fat Diet,220.0673,0.242,188,NA,NA,NA,NA
6065,1.187,Regular chow,204.1366,0.969,NA,CCMSLIB00003138663,Spectral Match to Phe-Ile-Lys from NIST14,M+2H,NA
22314,1.187,High Fat Diet,623.3070,3.497,NA,NA,NA,NA,NA
25613,1.186,Regular chow,489.3211,4.203,NA,CCMSLIB00010224867,"""Candidate Dihydroxylated bile acid (delta mass 96.0207; sirius atomic difference: 5C, 4H, 2O; buddy atomic difference: 5C, 4H, 2O)""",M+H,Dihydroxylated bile acid_hydrocinnamic acid [M-2H2O+H]+
10469,1.186,Regular chow,187.1448,1.715,597,NA,NA,NA,NA
36156,1.186,High Fat Diet,700.5731,6.599,849,CCMSLIB00010093623,GalCer(d18:1/16:0); [M+H]+ C40H78N1O8,M+H,NA
21727,1.186,High Fat Diet,448.3077,3.369,119,CCMSLIB00010230712,"""Candidate Trihydroxylated bile acid (delta mass 39.0151; sirius atomic difference: 2C, 1H, 1N; buddy atomic difference: -3C, 1H, 3N, 2O; spectral library match to CCMSLIB00005435514, glycocholic acid)""",M+H,NA
26264,1.185,High Fat Diet,378.3220,4.334,94,NA,NA,NA,NA
20700,1.184,High Fat Diet,388.2336,3.155,57,NA,NA,NA,NA
2362,1.184,Regular chow,198.0768,0.373,NA,NA,NA,NA,NA
12401,1.184,High Fat Diet,501.2457,1.789,NA,NA,NA,NA,NA
30920,1.184,Regular chow,346.2761,5.356,NA,CCMSLIB00012717462,Candidate Tyramine-C14:1 (delta mass:208.1864),M+H,NA
1872,1.184,High Fat Diet,177.9581,0.300,NA,NA,NA,NA,NA
22262,1.184,High Fat Diet,500.3047,3.467,181,CCMSLIB00010224013,"""Candidate Dihydroxylated bile acid (delta mass 107.0035; buddy atomic difference: 6C, -3H, 5N, -2O; spectral library match to CCMSLIB00005435567, taurodeoxycholic acid)""",M+H,Dihydroxylated bile acid_4-methyl-5-thiazoleethanol [M-H2O+H]+
24502,1.184,High Fat Diet,412.2147,3.951,NA,CCMSLIB00010235669,Candidate Trihydroxylated bile acid (delta mass 2.9203),M+H,NA
29608,1.183,High Fat Diet,466.3296,5.079,NA,NA,NA,NA,NA
29783,1.183,Regular chow,431.3122,5.157,121,NA,NA,NA,NA
11450,1.183,High Fat Diet,340.1850,1.771,NA,NA,NA,NA,NA
17480,1.183,High Fat Diet,211.1166,2.608,NA,NA,NA,NA,NA
19788,1.183,High Fat Diet,425.2899,2.986,NA,CCMSLIB00010233950,"""Candidate Tetrahydroxylated bile acid (delta mass -0.0001; sirius atomic difference:; buddy atomic difference: 1C, -4H, 4N, -4O)""",M+H,NA
2524,1.182,Regular chow,294.1746,0.440,NA,NA,NA,NA,NA
32647,1.182,Regular chow,500.3395,5.628,348,NA,NA,NA,NA
6511,1.182,High Fat Diet,258.1693,0.999,NA,NA,NA,NA,NA
27120,1.182,High Fat Diet,513.3207,4.540,NA,NA,NA,NA,NA
10371,1.182,High Fat Diet,368.2303,1.564,NA,NA,NA,NA,NA
26059,1.182,Regular chow,555.3102,4.286,NA,NA,NA,NA,NA
36293,1.181,High Fat Diet,326.3785,6.553,NA,NA,NA,NA,NA
22605,1.181,Regular chow,438.2856,3.602,NA,NA,NA,NA,NA
26936,1.181,High Fat Diet,407.3276,4.489,NA,NA,NA,NA,NA
17664,1.181,Regular chow,384.1920,2.651,23,NA,NA,NA,NA
2164,1.180,Regular chow,201.6275,0.362,NA,NA,NA,NA,NA
28493,1.180,High Fat Diet,489.2848,4.889,NA,NA,NA,NA,NA
2120,1.180,Regular chow,389.2397,0.347,NA,NA,NA,NA,NA
7920,1.179,Regular chow,217.1550,1.224,NA,NA,NA,NA,NA
24997,1.179,Regular chow,457.3675,4.067,70,NA,NA,NA,NA
31929,1.178,Regular chow,331.2251,5.535,329,NA,NA,NA,NA
3034,1.178,Regular chow,240.6266,0.488,NA,NA,NA,NA,NA
2966,1.178,Regular chow,331.1982,0.510,NA,NA,NA,NA,NA
31175,1.177,High Fat Diet,466.3295,5.414,810,CCMSLIB00004684237,TOP19 Psoriasis feature - Unknown FeatureID=3668,M+H,NA
10283,1.177,High Fat Diet,374.2127,1.639,NA,NA,NA,NA,NA
36352,1.177,High Fat Diet,383.3313,6.664,NA,CCMSLIB00004717422,"Cholest-4,6-Dien-3-One",[M+H]+,NA
15802,1.176,Regular chow,272.6389,2.357,NA,NA,NA,NA,NA
5149,1.176,High Fat Diet,315.1828,0.798,NA,NA,NA,NA,NA
16356,1.176,Regular chow,844.4793,2.443,66,NA,NA,NA,NA
32370,1.175,Regular chow,567.4053,5.604,558,NA,NA,NA,NA
11377,1.175,High Fat Diet,245.1605,1.694,NA,CCMSLIB00004684210,N-L-Leucyl-L-leucine,M+H,NA
11936,1.175,Regular chow,616.3309,1.849,574,NA,NA,NA,NA
17299,1.174,Regular chow,451.3423,2.585,NA,NA,NA,NA,NA
29819,1.174,Regular chow,422.3502,5.150,527,NA,NA,NA,NA
22495,1.174,Regular chow,505.3163,3.471,NA,NA,NA,NA,NA
16628,1.174,Regular chow,336.1923,2.486,NA,NA,NA,NA,NA
8981,1.173,Regular chow,444.2465,1.559,NA,NA,NA,NA,NA
4866,1.173,Regular chow,260.1610,0.708,NA,NA,NA,NA,NA
29532,1.173,High Fat Diet,296.6484,5.109,NA,NA,NA,NA,NA
35919,1.172,High Fat Diet,817.2778,6.533,NA,NA,NA,NA,NA
30293,1.172,High Fat Diet,407.3160,5.262,NA,CCMSLIB00010236667,"""Candidate Trihydroxylated bile acid (delta mass -1.9755; sirius atomic difference: 1C, 2H, -1O; buddy atomic difference: 1C, 2H, -1O)""",M+H,NA
2663,1.171,Regular chow,306.1487,0.428,773,NA,NA,NA,NA
20016,1.171,Regular chow,484.3026,2.937,NA,NA,NA,NA,NA
6470,1.170,Regular chow,263.1426,1.083,NA,CCMSLIB00003137900,Spectral Match to Ile-Met from NIST14,M+H,NA
35881,1.170,High Fat Diet,417.3366,6.498,510,NA,NA,NA,NA
20641,1.170,Regular chow,363.1954,3.183,770,NA,NA,NA,NA
32209,1.170,High Fat Diet,430.3160,5.579,NA,NA,NA,NA,NA
16952,1.169,High Fat Diet,476.2614,2.556,NA,NA,NA,NA,NA
19846,1.169,Regular chow,716.3334,3.003,NA,NA,NA,NA,NA
9325,1.168,Regular chow,435.2409,1.542,NA,NA,NA,NA,NA
22962,1.167,High Fat Diet,385.2575,3.581,NA,NA,NA,NA,NA
14174,1.167,Regular chow,165.0914,2.198,670,NA,NA,NA,NA
33479,1.167,High Fat Diet,404.2802,5.765,472,NA,NA,NA,NA
19446,1.166,Regular chow,449.2764,2.903,NA,NA,NA,NA,NA
13940,1.166,High Fat Diet,499.7681,2.079,NA,NA,NA,NA,NA
13312,1.165,Regular chow,416.2284,2.120,NA,NA,NA,NA,NA
3064,1.165,Regular chow,294.1808,0.495,NA,NA,NA,NA,NA
4958,1.164,Regular chow,345.2139,0.807,NA,NA,NA,NA,NA
28341,1.164,High Fat Diet,495.3677,4.881,NA,NA,NA,NA,NA
27158,1.164,Regular chow,489.3575,4.537,187,NA,NA,NA,NA
11728,1.163,Regular chow,182.0819,1.843,597,CCMSLIB00003137232,Spectral Match to L-Tyrosine from NIST14,M+H,NA
30994,1.163,High Fat Diet,389.2691,5.263,NA,NA,NA,NA,NA
13134,1.162,Regular chow,380.2177,1.940,259,NA,NA,NA,NA
4319,1.161,Regular chow,257.1739,0.723,NA,NA,NA,NA,NA
7959,1.160,Regular chow,396.1764,1.372,NA,NA,NA,NA,NA
4257,1.159,High Fat Diet,210.0796,0.691,NA,CCMSLIB00012716303,Candidate Taurine-C5:0 (delta mass:84.0581),M+H,NA
29439,1.159,High Fat Diet,385.3433,5.071,NA,CCMSLIB00010010756,Lys-C16:0,M+H,NA
12816,1.159,High Fat Diet,486.2929,1.944,NA,NA,NA,NA,NA
16200,1.158,High Fat Diet,664.8553,2.440,NA,NA,NA,NA,NA
26761,1.158,High Fat Diet,303.1701,4.446,NA,NA,NA,NA,NA
26038,1.157,High Fat Diet,534.2759,4.163,NA,NA,NA,NA,NA
19919,1.157,High Fat Diet,333.1818,3.008,60,NA,NA,NA,NA
6668,1.157,Regular chow,244.1659,1.135,NA,NA,NA,NA,NA
27344,1.156,High Fat Diet,248.1487,4.600,NA,NA,NA,NA,NA
14325,1.156,Regular chow,465.2707,2.221,NA,NA,NA,NA,NA
3512,1.156,Regular chow,246.1452,0.479,NA,CCMSLIB00003139471,Spectral Match to Asn-Ile from NIST14,M+H,NA
16955,1.155,Regular chow,345.2273,2.559,NA,NA,NA,NA,NA
18775,1.155,High Fat Diet,625.3247,2.817,NA,NA,NA,NA,NA
20321,1.155,High Fat Diet,692.0082,3.082,98,NA,NA,NA,NA
23854,1.155,High Fat Diet,245.1174,3.829,NA,NA,NA,NA,NA
13074,1.154,High Fat Diet,382.2454,1.894,NA,NA,NA,NA,NA
21487,1.154,Regular chow,866.5996,3.328,NA,CCMSLIB00010217967,"""Candidate Tetrahydroxylated bile acid (delta mass 441.3104; sirius atomic difference: 28C, 44H, 1N, 1O, 1P; buddy atomic difference: 25C, 39H, 5N, 2O)""",M+H,Tetrahydroxylated bile acid_chebi:181537 [M+NH4]+
5153,1.154,Regular chow,323.1833,0.728,NA,NA,NA,NA,NA
12967,1.154,High Fat Diet,388.2315,1.941,NA,NA,NA,NA,NA
4755,1.154,Regular chow,187.1448,0.669,NA,CCMSLIB00012715924,Candidate N-acetylcadaverine-C2:0 (delta mass:42.0111),M+H,NA
18576,1.153,High Fat Diet,549.3227,2.825,NA,CCMSLIB00010222154,"""Candidate Tetrahydroxylated bile acid (delta mass 124.0312; sirius atomic difference: 2C, 8H, 2N, 2O, 1S; buddy atomic difference: 11C, 4N, -4O)""",M+H,"Tetrahydroxylated bile acid_2-propenoic acid, 3-(3-methoxyphenyl)- [M-2H2O+H]+"
19932,1.153,Regular chow,431.1816,3.022,NA,NA,NA,NA,NA
7559,1.153,Regular chow,251.1739,1.382,NA,NA,NA,NA,NA
21941,1.153,High Fat Diet,372.2397,3.363,NA,NA,NA,NA,NA
21160,1.152,Regular chow,251.1645,3.224,NA,NA,NA,NA,NA
31565,1.152,Regular chow,287.2583,5.484,36,NA,NA,NA,NA
1930,1.152,High Fat Diet,159.0280,0.320,NA,NA,NA,NA,NA
10993,1.152,Regular chow,323.6919,1.711,760,NA,NA,NA,NA
19684,1.152,High Fat Diet,337.1644,2.958,120,NA,NA,NA,NA
15419,1.152,High Fat Diet,416.7324,2.293,NA,NA,NA,NA,NA
11444,1.151,Regular chow,487.2575,1.775,457,NA,NA,NA,NA
23145,1.151,Regular chow,282.1902,3.624,NA,NA,NA,NA,NA
3806,1.150,High Fat Diet,296.1593,0.584,NA,NA,NA,NA,NA
12179,1.150,Regular chow,433.2666,1.854,NA,NA,NA,NA,NA
20334,1.150,High Fat Diet,692.3423,3.078,98,NA,NA,NA,NA
19725,1.149,Regular chow,291.1958,2.972,NA,NA,NA,NA,NA
29361,1.148,Regular chow,355.1544,5.068,NA,NA,NA,NA,NA
13477,1.148,Regular chow,214.0481,2.037,34,NA,NA,NA,NA
11556,1.147,Regular chow,277.1583,1.792,597,NA,NA,NA,NA
32442,1.147,High Fat Diet,312.2534,5.602,128,NA,NA,NA,NA
24337,1.147,Regular chow,334.2156,3.872,NA,NA,NA,NA,NA
18061,1.147,Regular chow,227.1281,2.740,438,NA,NA,NA,NA
20415,1.147,High Fat Diet,258.0846,3.103,459,NA,NA,NA,NA
14169,1.147,High Fat Diet,337.1762,2.111,370,NA,NA,NA,NA
22998,1.147,High Fat Diet,333.2064,3.653,NA,NA,NA,NA,NA
13136,1.146,Regular chow,478.7617,2.000,NA,NA,NA,NA,NA
3163,1.146,Regular chow,386.2040,0.504,NA,NA,NA,NA,NA
12167,1.146,Regular chow,336.1926,1.942,NA,NA,NA,NA,NA
36936,1.146,Regular chow,744.5962,6.928,NA,NA,NA,NA,NA
18675,1.146,High Fat Diet,642.8707,2.795,191,CCMSLIB00010220085,Candidate Trihydroxylated bile acid (delta mass 233.573),M+H,NA
20818,1.146,Regular chow,410.2545,3.172,NA,NA,NA,NA,NA
21511,1.145,High Fat Diet,715.8667,3.318,NA,NA,NA,NA,NA
8398,1.145,Regular chow,330.2034,1.501,NA,NA,NA,NA,NA
21411,1.145,Regular chow,475.2083,3.302,NA,NA,NA,NA,NA
30193,1.145,Regular chow,493.2928,5.260,508,NA,NA,NA,NA
23060,1.145,Regular chow,276.0692,3.600,363,NA,NA,NA,NA
34449,1.144,High Fat Diet,590.5507,6.022,NA,NA,NA,NA,NA
10855,1.144,High Fat Diet,374.6856,1.692,NA,NA,NA,NA,NA
27007,1.144,High Fat Diet,257.1537,4.530,NA,NA,NA,NA,NA
1835,1.144,High Fat Diet,139.5317,0.308,NA,NA,NA,NA,NA
25362,1.143,Regular chow,375.2153,4.164,NA,NA,NA,NA,NA
12062,1.143,High Fat Diet,358.2076,1.840,NA,NA,NA,NA,NA
15867,1.143,High Fat Diet,289.1776,2.360,NA,NA,NA,NA,NA
17602,1.143,High Fat Diet,865.4041,2.627,245,NA,NA,NA,NA
35778,1.143,Regular chow,604.5298,6.462,NA,NA,NA,NA,NA
1177,1.142,Regular chow,170.0580,0.254,NA,NA,NA,NA,NA
3498,1.142,Regular chow,154.0502,0.541,469,NA,NA,NA,NA
25290,1.141,High Fat Diet,570.3468,4.125,421,NA,NA,NA,NA
24798,1.141,Regular chow,321.1695,4.043,NA,NA,NA,NA,NA
14353,1.141,High Fat Diet,215.1394,2.159,NA,NA,NA,NA,NA
8020,1.141,Regular chow,273.1690,1.403,NA,NA,NA,NA,NA
11160,1.140,Regular chow,488.2723,1.810,NA,NA,NA,NA,NA
3237,1.140,Regular chow,220.1375,0.439,469,NA,NA,NA,NA
35615,1.139,Regular chow,556.5301,6.369,NA,NA,NA,NA,NA
16824,1.139,High Fat Diet,212.1287,2.514,NA,NA,NA,NA,NA
17976,1.139,High Fat Diet,599.3046,2.712,NA,NA,NA,NA,NA
5464,1.139,High Fat Diet,243.6560,0.793,NA,NA,NA,NA,NA
27069,1.139,High Fat Diet,440.3369,4.522,NA,NA,NA,NA,NA
2073,1.139,Regular chow,188.1160,0.337,NA,NA,NA,NA,NA
19287,1.139,Regular chow,665.1876,2.918,NA,NA,NA,NA,NA
6455,1.138,Regular chow,215.6552,1.094,NA,NA,NA,NA,NA
34891,1.138,Regular chow,534.4902,6.167,NA,NA,NA,NA,NA
17728,1.138,High Fat Diet,520.3143,2.709,NA,NA,NA,NA,NA
15509,1.138,High Fat Diet,546.0354,2.353,NA,NA,NA,NA,NA
22146,1.138,Regular chow,338.1238,3.342,NA,CCMSLIB00010255171,"""Candidate Trihydroxylated bile acid (delta mass -71.1714; sirius atomic difference: -8C, -21H, 1N, 2O; buddy atomic difference: -8C, -21H, 1N, 2O)""",M+H,NA
27521,1.137,High Fat Diet,431.2769,4.620,NA,CCMSLIB00010232111,"""Candidate Trihydroxylated bile acid (delta mass 21.9824; sirius atomic difference: 2C, -2H; buddy atomic difference: 2C, -2H; spectral library match to CCMSLIB00005465201, """"(4R)-4-((3S,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
14741,1.137,High Fat Diet,521.3087,2.201,NA,NA,NA,NA,NA
22372,1.137,High Fat Diet,251.1795,3.482,104,NA,NA,NA,NA
35251,1.137,High Fat Diet,326.3785,6.154,NA,NA,NA,NA,NA
18968,1.135,High Fat Diet,403.2340,2.842,NA,NA,NA,NA,NA
30439,1.135,High Fat Diet,474.2652,5.288,NA,NA,NA,NA,NA
14037,1.135,High Fat Diet,170.1179,2.119,370,NA,NA,NA,NA
12046,1.134,Regular chow,151.0355,1.875,597,NA,NA,NA,NA
33568,1.134,High Fat Diet,409.3311,5.762,NA,NA,NA,NA,NA
20343,1.134,Regular chow,559.3429,3.082,NA,NA,NA,NA,NA
34972,1.133,Regular chow,672.5426,6.193,NA,NA,NA,NA,NA
676,1.133,High Fat Diet,150.0143,0.212,188,NA,NA,NA,NA
23653,1.132,Regular chow,487.3420,3.750,NA,NA,NA,NA,NA
16868,1.132,High Fat Diet,537.2604,2.518,NA,NA,NA,NA,NA
19082,1.132,High Fat Diet,295.0967,2.872,255,NA,NA,NA,NA
23477,1.132,High Fat Diet,283.1694,3.681,198,NA,NA,NA,NA
3755,1.131,Regular chow,300.1923,0.574,360,NA,NA,NA,NA
22499,1.131,High Fat Diet,264.6414,3.509,249,NA,NA,NA,NA
29556,1.131,Regular chow,273.2428,5.114,NA,CCMSLIB00010122750,16-Hydroxyhexadecanoic acid CollisionEnergy:205060,M+H,NA
19713,1.131,High Fat Diet,485.2773,2.967,NA,NA,NA,NA,NA
3441,1.130,Regular chow,219.1343,0.500,469,NA,NA,NA,NA
29112,1.130,High Fat Diet,339.1936,5.008,230,CCMSLIB00010255041,"""Candidate Dihydroxylated bile acid (delta mass -54.1069; sirius atomic difference: -2C, -14H, -1O; buddy atomic difference: -6C, -18H, 6N, -3O)""",M+H,NA
21393,1.130,High Fat Diet,525.3088,3.257,NA,CCMSLIB00010222979,"""Candidate Trihydroxylated bile acid (delta mass 116.0094; sirius atomic difference: 5C, 4N; buddy atomic difference: 5C, 4N)""",M+H,Trihydroxylated bile acid_97-67-6 [M+H]+
36806,1.129,Regular chow,880.6363,6.807,NA,NA,NA,NA,NA
24062,1.129,High Fat Diet,297.1851,3.866,NA,NA,NA,NA,NA
11290,1.129,Regular chow,453.2242,1.739,NA,NA,NA,NA,NA
25377,1.128,Regular chow,360.2749,4.146,454,NA,NA,NA,NA
29676,1.128,Regular chow,243.2109,5.091,24,NA,NA,NA,NA
33121,1.128,High Fat Diet,399.3269,5.713,NA,NA,NA,NA,NA
22609,1.128,High Fat Diet,699.3430,3.524,NA,NA,NA,NA,NA
9028,1.128,Regular chow,266.1591,1.502,643,NA,NA,NA,NA
30786,1.128,Regular chow,309.2064,5.325,NA,NA,NA,NA,NA
18809,1.127,High Fat Diet,353.2086,2.759,NA,NA,NA,NA,NA
19596,1.127,Regular chow,227.1281,2.962,231,NA,NA,NA,NA
2131,1.127,Regular chow,180.1244,0.358,332,CCMSLIB00003137442,Spectral Match to Val-Ile-Lys from NIST14,M+2H,NA
12018,1.127,High Fat Diet,396.2134,1.835,NA,NA,NA,NA,NA
28274,1.127,Regular chow,439.3217,4.826,NA,NA,NA,NA,NA
5052,1.127,Regular chow,215.0920,0.823,NA,NA,NA,NA,NA
23818,1.127,High Fat Diet,422.2904,3.837,NA,NA,NA,NA,NA
13544,1.126,High Fat Diet,342.7371,2.030,150,NA,NA,NA,NA
34545,1.126,High Fat Diet,261.2215,6.052,NA,CCMSLIB00005722220,NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],[M-3H2O+H]+,NA
32869,1.126,Regular chow,363.2902,5.654,33,NA,NA,NA,NA
20868,1.126,Regular chow,359.2227,3.167,NA,NA,NA,NA,NA
15767,1.126,High Fat Diet,383.2240,2.347,NA,NA,NA,NA,NA
14509,1.126,Regular chow,540.2814,2.193,NA,NA,NA,NA,NA
20281,1.126,High Fat Diet,473.3333,3.088,NA,NA,NA,NA,NA
21082,1.125,High Fat Diet,531.3121,3.192,NA,CCMSLIB00010222793,"""Candidate Trihydroxylated bile acid (delta mass 122.0175; sirius atomic difference: 2C, 6H, 2N, 2O, 1S; buddy atomic difference: 2C, 6H, 2N, 2O, 1S)""",M+H,Trihydroxylated bile acid_allantoin [M-H2O+H]+
18981,1.125,High Fat Diet,386.1637,2.853,NA,NA,NA,NA,NA
14052,1.125,Regular chow,417.2349,2.110,670,NA,NA,NA,NA
10541,1.123,Regular chow,380.2186,1.666,597,NA,NA,NA,NA
9120,1.123,Regular chow,308.6876,1.548,NA,NA,NA,NA,NA
15379,1.123,High Fat Diet,555.2627,2.294,NA,NA,NA,NA,NA
2194,1.122,Regular chow,226.1554,0.378,NA,NA,NA,NA,NA
32901,1.122,High Fat Diet,441.3371,5.635,NA,NA,NA,NA,NA
27694,1.122,High Fat Diet,781.5629,4.690,132,CCMSLIB00010218848,"""Candidate Trihydroxylated bile acid (delta mass 372.2658; sirius atomic difference: 24C, 36H, 3O; buddy atomic difference: 24C, 36H, 3O; spectral library match to CCMSLIB00005464718, """"(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,Trihydroxylated bile acid_cholic acid [M-H2O+H]+
31478,1.121,Regular chow,217.1954,5.513,137,NA,NA,NA,NA
10692,1.121,Regular chow,272.1975,1.699,647,NA,NA,NA,NA
34463,1.121,High Fat Diet,589.3006,6.021,108,NA,NA,NA,NA
24847,1.120,Regular chow,307.2635,3.949,NA,NA,NA,NA,NA
21885,1.120,High Fat Diet,657.2914,3.366,NA,NA,NA,NA,NA
844,1.120,Regular chow,309.1661,0.236,332,NA,NA,NA,NA
9992,1.119,Regular chow,316.2238,1.602,597,NA,NA,NA,NA
23988,1.119,High Fat Diet,384.2384,3.848,NA,NA,NA,NA,NA
14630,1.119,Regular chow,326.7056,2.189,632,NA,NA,NA,NA
20906,1.119,Regular chow,297.1696,3.198,NA,NA,NA,NA,NA
2467,1.119,Regular chow,245.1495,0.405,NA,NA,NA,NA,NA
25762,1.119,Regular chow,943.5280,4.227,NA,CCMSLIB00004706806,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8aR,9R,12aS,14bR)-9-hydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",[M+H]+,NA
5838,1.119,Regular chow,373.2453,0.975,NA,NA,NA,NA,NA
18126,1.118,Regular chow,299.1846,2.770,NA,NA,NA,NA,NA
17472,1.118,High Fat Diet,641.7900,2.590,NA,NA,NA,NA,NA
21608,1.118,High Fat Diet,180.1024,3.327,659,NA,NA,NA,NA
13637,1.117,Regular chow,450.5588,2.047,637,NA,NA,NA,NA
1422,1.117,Regular chow,128.0197,0.276,332,NA,NA,NA,NA
30631,1.117,High Fat Diet,441.3797,5.320,NA,CCMSLIB00012718305,Candidate Arginine-C18:0 (delta mass:266.2612),M+H,NA
24549,1.116,High Fat Diet,331.1907,3.960,NA,NA,NA,NA,NA
17933,1.116,High Fat Diet,623.2947,2.675,NA,NA,NA,NA,NA
20282,1.116,Regular chow,413.2518,2.939,NA,NA,NA,NA,NA
14145,1.116,Regular chow,279.1708,2.142,670,CCMSLIB00003137736,Spectral Match to Leu-Phe from NIST14,M+H,NA
11315,1.115,Regular chow,687.4416,1.761,500,NA,NA,NA,NA
9051,1.115,High Fat Diet,488.2369,1.475,NA,NA,NA,NA,NA
20581,1.115,Regular chow,381.1906,3.097,NA,NA,NA,NA,NA
1070,1.115,High Fat Diet,148.0043,0.246,188,NA,NA,NA,NA
25838,1.114,High Fat Diet,355.2641,4.211,15,CCMSLIB00010248748,"""Candidate Trihydroxylated bile acid (delta mass -54.0312; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00003136615, Spectral Match to Cholic acid from NIST14)""",M+H,NA
5483,1.114,Regular chow,331.1983,0.912,NA,NA,NA,NA,NA
26957,1.114,High Fat Diet,559.3780,4.508,NA,NA,NA,NA,NA
20019,1.114,High Fat Diet,333.1453,2.989,105,NA,NA,NA,NA
18303,1.114,High Fat Diet,689.2854,2.735,NA,NA,NA,NA,NA
14551,1.113,High Fat Diet,459.2823,2.180,NA,NA,NA,NA,NA
26749,1.113,High Fat Diet,373.3066,4.459,NA,NA,NA,NA,NA
20459,1.113,High Fat Diet,702.3421,3.114,289,NA,NA,NA,NA
9312,1.113,Regular chow,382.1616,1.527,594,NA,NA,NA,NA
14593,1.112,High Fat Diet,534.2952,2.192,NA,NA,NA,NA,NA
20144,1.112,High Fat Diet,232.0973,3.051,NA,NA,NA,NA,NA
10166,1.112,High Fat Diet,107.0494,1.638,NA,NA,NA,NA,NA
17219,1.112,High Fat Diet,265.1050,2.539,NA,NA,NA,NA,NA
8781,1.112,Regular chow,493.2818,1.506,NA,NA,NA,NA,NA
10546,1.111,Regular chow,336.1922,1.642,597,NA,NA,NA,NA
7215,1.110,Regular chow,277.1185,1.240,391,NA,NA,NA,NA
33956,1.110,Regular chow,363.2899,5.889,NA,NA,NA,NA,NA
2214,1.110,Regular chow,416.2620,0.372,612,NA,NA,NA,NA
